aircraft_type,name,engine_manufacturer,engine_model
C160,C-160D,Rolls Royce,RB. 109 Tyne
C160,C-160NG,Rolls Royce,RTy.20 Tyne Mk
C160,C-160R,Rolls Royce,RTy.20 Tyne Mk
CMAS,C-165 Airmaster,Warner,R-420
C17,C-17 Globemaster III,Pratt & Whitney,F117-PW-100
C17,C-17A Globemaster III,Pratt & Whitney,F117-PW-100
LJ35,C-21A,Garrett,TFE731-2
H25B,C-29A,Bristol Siddeley Viper,521
C2,C-2A Greyhound,Allison,T56-A-425
B752,C-32A,Rolls Royce,RB211
B753,C-32B,Rolls Royce,RB211
CMAS,C-34 Airmaster,Warner,Warner Super Scarab SS-50
CMAS,C-37 Airmaster,Warner,Warner Super Scarab SS-50
CMAS,C-38 Airmaster,Warner,Warner Super Scarab SS-50
B737,C-40A,CFM International,CFM56
B737,C-40B,CFM International,CFM56
B737,C-40C,CFM International,CFM56
BE18,C-45 Expeditor,Pratt & Whitney,R-985-AN-1
BE18,C-45F Expeditor,Pratt & Whitney,R-985-An-1
BE18,C-45G Expeditor,Pratt & Whitney,R-985-AN-1
BE18,C-45H Expeditor,Pratt & Whitney,R-985-AN-1
DC3,C-47A Dakota III,Pratt & Whitney,R-1830-90C
DC3,C-47A Skytrain,Pratt & Whitney,R-1830-90C
DC3,C-47B Skytrain,Pratt & Whitney,R-1830-90C
DC3T,C-47TP Turbo-Dakota,Pratt & Whitney,R-1830-90C
DC3,C-49J,Curtiss-Wright,R-1820-71
DC3,C-53 Skytrooper,Pratt & Whitney,R-1830-90C
DC3,C-53D Skytrooper,Pratt & Whitney,R-1830-90C
DC4,C-54D Skymaster,Pratt & Whitney,R-2000-9
DC4,C-54E Skymaster,Pratt & Whitney,R-2000-9
DC4,C-54G Skymaster,Pratt & Whitney,R-2000-9
DC4,C-54Q Skymaster,Pratt & Whitney,R-2000-9
C5,C-5A Galaxy,General Electric,CF6-80C2
C5M,C-5M Super Galaxy,General Electric,F138-GE-100
L18,C-60A Lodestar,Wright,R-1820-87
E110,C-95C,Pratt & Whitney Canada,PT6A-34
E120,C-97,Pratt & Whitney,R4360B
C97,C-97G Stratofreighter,Pratt & Whitney,R-4360B
C208,C-98A,Pratt & Whitney,PT6A-114A
E145,C-99A,Rolls Royce,AE 3007
BE18,C18S Twin Beech,Pratt & Whitney,R-985-AN-1
C212,C212-100,Honeywell,TPE331-10R-511C;TPE331-10R;512C
C212,C212-100M,Honeywell,TPE331-10R-511C;TPE331-10R;512C
C212,C212-200,Honeywell,TPE331-10R-511C;TPE331-10R;512C
C212,C212-300,Honeywell,TPE331-10R-513C
C212,C212-400,Garrett,TPE331-10R-513C
C212,C212-400MP,Garrett,TPE331-10R-513C
C212,C212-CC,Honeywell;Garrett,TPE331-10R-511C;TPE331-10R;512C;TPE331-10R-513C
C212,C212-CD,Honeywell;Garrett,TPE331-10R-511C;TPE331-10R;512C;TPE331-10R-513C
C212,C212-DF,Honeywell;Garrett,TPE331-10R-511C;TPE331-10R;512C;TPE331-10R-513C
BE23,C23 Sundowner 180,Lycoming,IO-360-A1B6
BE24,C24R Sierra,Lycoming,IO-360-A1B6
C295,C295,Pratt & Whitney Canada,PW127G
C295,C295M,Pratt & Whitney Canada,PW127G
C295,C295MPA,Pratt & Whitney Canada,PW127G
C295,C295W,Pratt & Whitney Canada,PW127G
BE33,C33 Debonair,Continental,IO-470-J
BE33,C33A Debonair,Continental,IO-470-K
BE35,C35 Bonanza,Continental,E-185-1
BE9L,C90 King Air,Pratt & Whitney,PT6A-21
BE9L,C90-1 King Air,Pratt & Whitney,PT6A-21
BE9L,C90A King Air,Pratt & Whitney,PT6A-21
BE9L,C90B King Air,Pratt & Whitney,PT6A-21
BE9L,C90GT King Air,Pratt & Whitney,PT6A-135A
BE9L,C90GTi King Air,Pratt & Whitney Canada,PT6A-135A
BE99,C99 Commuter,Pratt & Whitney Canada,PT6A-20
B06,CA-32,Rolls Royce,T703-AD-700A
C130,CC-130H Hercules,Allison,T56-A-15
C130,CC-130H-30 Hercules,Rolls Royce,AE 2100D3
DH8A,CC-142,Rolls Royce,PW150
C17,CC-177 Globemaster III,Pratt & Whitney,F117-PW-100
F104,CF-104 Starfighter,Orenda,J79-OEL-7
F104,CF-104D Starfighter,Orenda,J79-OEL-7
F104,CF-104G Starfighter,Orenda,J79-OEL-7
F5,CF-116D Freedom Fighter,Orenda , GE J85-15
UH1,CH-118,Lycoming,T53-L-11
B212,CH-135 Twin Huey,Pratt & Whitney Canada,T400-CP-400
B06,CH-136 Kiowa,Rolls Royce,T703-AD-700A
B412,CH-146 Griffon,Pratt & Whitney Canada,PT6T-3D
H47,CH-147F Chinook,Lycoming,T55-GA-714A
S55P,CH-19E Chickasaw,Pratt & Whitney,R-1300-3
S58P,CH-34C Choctaw,Wright,R-1820-84
H46,CH-46E Sea Knight,General Electric,T-58-GE-16
H47,CH-47 Chinook,Lycoming,T55-GA-714A
H47,CH-47D Chinook,Lycoming,T55-GA-714A
H47,CH-47F Chinook,Lycoming,T55-GA-714A
H53,CH-53D Sea Stallion,General Electric,T64
H53S,CH-53E Super Stallion,General Electric,T64
H53,CH-53G Sea Stallion,General Electric,T64
H53,CH-53GA Sea Stallion,General Electric,T64
H53,CH-53GE Sea Stallion,General Electric,T64
H53,CH-53GS Sea Stallion,General Electric,T64
S64,CH-54A Tarhe,Pratt & Whitney,T73-P-1
S64,CH-54B Tarhe,Pratt & Whitney,T73-P-1
YK18,CJ-5,Ivchenko,AI-14RF
CL2P,CL-215,Pratt & Whitney Canada,PW123AF
CL2T,CL-215T,Pratt & Whitney,R-2800-83AM
CL2T,CL-415,Pratt & Whitney,PW123AF
CN35,CN235-10,General Electric,CT7-7A
CN35,CN235-100,General Electric,CT7-9C
CN35,CN235-100M,General Electric,CT7-9C
CN35,CN235-100MPA,General Electric,CT7-9C
CN35,CN235-10M,General Electric,CT7-7A
CN35,CN235-110MPA,General Electric,CT7-9C
CN35,CN235-200,General Electric,CT7-9C
CN35,CN235-200M,General Electric,CT7-9C
CN35,CN235-220M,General Electric,CT7-9C
CN35,CN235-220MPA,General Electric,CT7-9C
CN35,CN235-300,General Electric,CT7-9C
CN35,CN235-300M,General Electric,CT7-9C
CN35,CN235-300MPA,General Electric,CT7-9C
P3,CP-140 Aurora,Allison,T56
CRJ1,CRJ-100,General Electric,CF34-3A1
CRJX,CRJ-1000,General Electric,CF34-85A2
CRJX,CRJ-1000 NG,General Electric,CF34-85A2
CRJX,CRJ-1000EL NG,General Electric,CF34-85A2
CRJ1,CRJ-100ER,General Electric,CF34-3A1
CRJ1,CRJ-100LR,General Electric,CF34-3A1
CRJ1,CRJ-100SE,General Electric,CF34-3A1
CRJ2,CRJ-200,General Electric,CF34-3B1
CRJ2,CRJ-200BER,General Electric,CF34-3B1
CRJ2,CRJ-200BLR,General Electric,CF34-3B1
CRJ2,CRJ-200ER,General Electric,CF34-3B1
CRJ2,CRJ-200LR,General Electric,CF34-3B1
CRJ2,CRJ-200PF,General Electric,CF34-3B1
CRJ7,CRJ-550,General Electric,CF34-8C5B1
CRJ7,CRJ-700,General Electric,CF34-8C5B1
CRJ7,CRJ-700SF,General Electric,CF34-8C5B1
CRJ7,CRJ-701ER,General Electric,CF34-8C5B1
CRJ7,CRJ-702,General Electric,CF34-8C5
CRJ7,CRJ-702 NG,General Electric,CF34-8C5
CRJ7,CRJ-702ER,General Electric,CF34-8C5
CRJ7,CRJ-702ER NG,General Electric,CF34-8C5
CRJ9,CRJ-900,General Electric,CF34-8C5
CRJ9,CRJ-900ER,General Electric,CF34-8C1
CRJ9,CRJ-900ER NG,General Electric,GE- CF34-8C5
CRJ9,CRJ-900LR,General Electric,GE- CF34-8C5
CRJ9,CRJ-900LR NG,General Electric,GE- CF34-8C5
S2P,CS2-2F Tracker,Wright,R-1820-82WA
S2P,CS2F-2 Tracker,Wright,R-1820-82WA
DHC3,CSR-123 Otter,Pratt & Whitney,R-1340-S1H1-G
T33,CT-133 Silver Star,Rolls Royce,Nene 10
T33,CT-133 Silver Star III,Rolls Royce,Nene 10
V22,CV-22B Osprey,Rolls Royce,T406-AD-400
ZZZZ,CV2,,
A9,Callair A-9A,Lycoming,IO-540-K1A-5
CNBR,Canberra B(I).8,Rolls Royce,R.A.7 Avon.Mk.109
CNBR,Canberra B.20,Rolls Royce,R.A.7 Avon.Mk.109
CNBR,Canberra B.6,Rolls Royce,R.A.7 Avon.Mk.109
CNBR,Canberra PR.9,Rolls Royce,R.A.7 Avon.Mk.109
CL30,Challenger 300,Honeywell,HTF7000
CL35,Challenger 350,Honeywell,HTF7350
CL60,Challenger 600,Lycoming,ALF 502
CL60,Challenger 600S,Lycoming,ALF 502
CL60,Challenger 601,General Electric,CF34-1A
CL60,Challenger 601 3R,General Electric,CF34-3A1
CL60,Challenger 601-1A,General Electric,CF34-1A
CL60,Challenger 601-3A,General Electric,CF34-3A
CL60,Challenger 601-3R,General Electric,CF34-3A1
CL60,Challenger 604,General Electric,CF34-3B
CL60,Challenger 605,General Electric,CF34-3B
CL60,Challenger 650,General Electric,CF34-3B
CRJ2,Challenger 850,General Electric,CF34-3B1
CRJ7,Challenger 870,General Electric,CF34-3B1
H47,Chinook HC.2,Honeywell,T55-GA-712
H47,Chinook HC.4,Honeywell,T55-GA-712
H47,Chinook HC.5,Honeywell,T55-GA-712
H47,Chinook HC.6,Honeywell,T55-GA-712
H47,Chinook HC.6A,Honeywell,T55-GA-712
AC11,Commander 112,Lycoming,IO-540-T4B5
AC11,Commander 112A,Lycoming,IO-540-T4B5
AC11,Commander 112B,Lycoming,IO-540-T4B5
AC11,Commander 112TC,Lycoming,O-360
AC11,Commander 112TC-A,Lycoming,O-360
AC11,Commander 114,Lycoming,IO-540
AC11,Commander 114A,Lycoming,IO-540
AC11,Commander 114B,Lycoming,IO-540
AC11,Commander 114TC,Lycoming,IO-540
T50,Crane I,Jacobs,R-755-9
CUB2,Cuby II,Rotax,503
T34P,D-45 Mentor,Continental,�0-470
D11,D.11,Continental,C90-14F
D11,D.112,Continental,A65-8F
D11,D.112A,Continental,A65-8F
D11,D.112D,Continental,A65-8F
D11,D.112F,Continental,A65-8F
D11,D.112M,Continental,A65-8F
D11,D.113,Continental,O-200-A
D11,D.117,Continental,C90-14F
D11,D.117A,Continental,C90-14F
D11,D.119,Continental,C90-14F
D11,D.119 0S,Continental,C90-14F
D11,D.119 3L,Continental,C90-14F
D11,D.119A,Continental,C90-14F
D11,D.119D,Continental,C90-14F
D11,D.119DA,Continental,C90-14F
D11,D.11A,Continental,C90-14F
D11,D.120 Paris-Nice,Continental,C90-14F
D11,D.120A Paris-Nice,Continental,C90-14F
D11,D.120R Paris-Nice,Continental,C90-14F
D11,D.123,Salmon,5Aq.01
D11,D.126,Continental,C85
D11,D.127,Continental,A65-8F
D11,D.128,Continental,C90-14F
BE17,D17S Staggerwing,Pratt & Whitney,R-985
BE18,D18S Expeditor,Pratt & Whitney,R-985
BE18,D18S Twin Beech,Pratt & Whitney,R-986
BE35,D35 Bonanza,Lycoming, GO-435-D1
BE50,D50 Twin Bonanza,�Lycoming,GO-480-C206
BE50,D50E Twin Bonanza,Lycoming,GO-480-G2F6
BE55,D55 Baron,Continental,IO-520C
ST75,D75N1,Continental,R-670-5
BE95,D95A Travel Air,Lycoming,IO-360
DC10,DC-10-30,General Electric,CF6-50A; CF6-50C; CF6-50CA;CF6-50C1; CF6-50C2; CF6-50C2B;CF6-50C2-R
DC10,DC-10-30F,General Electric,CF6-50A; CF6-50C; CF6-50CA;CF6-50C1; CF6-50C2; CF6-50C2B;CF6-50C2-R
DC10,DC-10-40,General Electric,CF6-50A; CF6-50C; CF6-50CA;CF6-50C1; CF6-50C2;CF6-50C2B; CF6-50C2-R
DC10,DC-10-40F,General Electric,CF6-50A; CF6-50C; CF6-50CA;CF6-50C1; CF6-50C2;CF6-50C2B; CF6-50C2-R
DC2,DC-2,Wright,GR-1820-F52
DC3,DC-3,Wright;Pratt & Whitney,R-1930 Twin Wasp
DC3,DC-3A,Pratt & Whitney,R-1830 Twin Wasp
DC3,DC-3C,Pratt & Whitney,R-1830
DC3T,DC-3C-TP,Pratt & Whitney,R-1830-SIC3G Twin Wasp
DC4,DC-4,Pratt & Whitney,R-2000-2SD13-G
CDC6,DC-6A,Pratt & Whitney,R-2800-CB16
DC6,DC-6B,Pratt & Whitney,R-2800-CB17
DC7,DC-7,Wright,R-3350-988-TC-18EA1-2
DC7,DC-7B,Wright,R-3350-988-TC-18EA1-2
DC86,DC-8-62AF,Pratt & Whitney,JT3D-3B
DC86,DC-8-63,Pratt & Whitney,JT3D-3B
DC86,DC-8-63CF,Pratt & Whitney,JT3D-3B
DC86,DC-8-63F,Pratt & Whitney,JT3D-3B
DC87,DC-8-72,CFM International,CFM56-2
DC87,DC-8-72CF,CFM International,CFM56-2
DC87,DC-8-73AF,CFM International,CFM56-2
DC87,DC-8-73CF,CFM International,CFM56-2
DC91,DC-9-15,Pratt & Whitney,JT8D
DC91,DC-9-15F,Pratt & Whitney,JT8D
DC91,DC-9-15RC,Pratt & Whitney,JT8D
DC93,DC-9-32,Pratt & Whitney,JT8D-11
DC93,DC-9-32F,Pratt & Whitney,JT8D-11
DC93,DC-9-33F,Pratt & Whitney,JT8D-11
DC93,DC-9-33RC,Pratt & Whitney,JT8D-11
DC93,DC-9-34CF,Pratt & Whitney,JT8D-11
DC95,DC-9-51,Pratt & Whitney,JT8D-15
DC3T,DC3,Wright;Pratt & Whitney,R-1930 Twin Wasp
VAMP,DH-100 Vampire FB.52,De Havilland,Goblin 3
VAMP,DH-100 Vampire FB.6,De Havilland,Goblin 3
DOVE,DH-104 Dove 6,De Havilland,Gipsy Queen 2
DOVE,DH-104 Dove 6A,De Havilland,Gipsy Queen 70 Mk.3
DOVE,DH-104 Dove 6BA,De Havilland,Gipsy Queen 70 Mk.3
DOVE,DH-104 Dove 7,De Havilland,Gipsy Queen 70
DOVE,DH-104 Dove 7XC,de Havilland,Gipsy Queen 70 Mk.3
DOVE,DH-104 Dove 8,De Havilland,Gipsy Queen 70
VNOM,DH-112 Sea Venom FAW.53,De Havilland,Ghost 105
VNOM,DH-112 Venom,De Havilland,Ghost 103
VNOM,DH-112 Venom FB.1,De Havilland,Ghost 103
VNOM,DH-112 Venom FB.50 Mk.1,De Havilland,Ghost 105
VNOM,DH-112 Venom FB.54,De Havilland,Ghost 105
HERN,DH-114 Heron 2X,De Havilland,Gipsy Queen 32
HERN,DH-114 Sea Heron C MK.1,De Havilland,Gipsy Queen 30
VAMP,DH-115 Vampire F.3,De Havilland,Goblin 3
VAMP,DH-115 Vampire FB.6,De Havilland,Goblin 3
VAMP,DH-115 Vampire T.11,De Havilland,Goblin 35
VAMP,DH-115 Vampire T.35,De Havilland,Goblin 35
VAMP,DH-115 Vampire T.35A,De Havilland,Goblin 35
VAMP,DH-115 Vampire T.55,De Havilland,Goblin 35
ZZZZ,DH-51 Moth,ADC,Airdisco
ZZZZ,DH-53 Humming Bird,Blackburne ,Tomtit
DH60,DH-60 Moth,De Havilland,Gipsy
DH60,DH-60G Gipsy Moth,De Havilland,Gipsy
DH60,DH-60G III Moth Major,De Havilland,Gipsy III
DH60,DH-60GM Gipsy Moth,De Havilland,Gipsy I
DH60,DH-60GMW Gipsy Moth,De Havilland,Gipsy I
DH60,DH-60M Moth,De Havilland,Gipsy
DH60,DH-60X Moth,De Havilland,Gipsy
DH80,DH-80A Puss Moth,De Havilland,Gipsy III
DH82,DH-82A Tiger Moth,De Havilland,Gipsy Major I
DH82,DH-82B Queen Bee,De Havilland,Gipsy Major I
DH82,DH-82C Tiger Moth,De Havilland,Gispy Major
DH83,DH-83 Fox Moth,De Havilland,Gipsy III
DH83,DH-83C Fox Moth,De Havilland,Gipsy Maor 1C
DH84,DH-84 Dragon,De Havilland,Gipsy Maor 1
DH84,DH-84A Dragon,De Havilland,Gipsy Maor 1
DH85,DH-85 Leopard Moth,De Havilland,Gispy Major
DH87,DH-87A Hornet Moth,De Havilland,Gispy Major I
DH87,DH-87B Hornet Moth,De Havilland,Gispy Major I
DH88,DH-88 Comet,De Havilland,Gipsy Six R
DH89,DH-89 Dragon Rapide,De Havilland,Gipsy Six 
DH89,DH-89A Dragon Rapide,De Havilland,Gipsy Six 
DH89,DH-89A Dragon Rapide Mk.4,De Havilland,Gipsy Queen 2
DH89,DH-89A Dragon Rapide Mk.6,De Havilland,Gipsy Queen 3
DH90,DH-90A Dragonfly,De Havilland,Gipsy Major I
DH94,DH-94 Moth Minor,De Havilland,Gipsy Minor
MOSQ,DH-98 Mosquito,Packard,Merlin 31
MOSQ,DH-98 Mosquito FB Mk.26,Packard,Merlin 225
MOSQ,DH-98 Mosquito T Mk.3,Rolls Royce,Merlin 21
DHA3,DHA-3 Drover Mk.2,De Havilland,Gipsy Major
DHC1,DHC-1 Chipmunk,De Havilland,Gipsy Major
DHC1,DHC-1 Chipmunk Mk.20,De Havilland,Gipsy Major 10-2
DHC1,DHC-1 Chipmunk Mk.21,De Havilland,Gipsy Major 10-2
DHC1,DHC-1 Chipmunk Mk.22,De Havilland,Gipsy Major 10-2
DHC1,DHC-1 Chipmunk Mk.22A,De Havilland,Gipsy Major 10-2
DHC1,DHC-1 Chipmunk Mk.23,De Havilland,Gipsy Major 10-2
DHC1,DHC-1 Chipmunk T.10,De Havilland,Gipsy Major 8
DHC1,DHC-1 Chipmunk T.20,De Havilland,Gipsy Major 10-2
DHC1,DHC-1A-1 Chipmunk,De Havilland,Gipsy Major 1C
DHC1,DHC-1B-2 Chipmunk,De Havilland,Gipsy Major 10-2
DHC1,DHC-1B-2-S3 Chipmunk,De Havilland,Gipsy Major 10
DHC1,DHC-1B-2-S5 Chipmunk,De Havilland,Gipsy Major 10
DHC1,DHC-1C Chipmunk T.10,De Havilland,Gipsy Major 8
DHC2,DHC-2 Beaver,Pratt & Whitney,R-985
DHC2,DHC-2 Beaver AL Mk.1,Pratt & Whitney,R-985
DHC2,DHC-2 Beaver Mk.1,Pratt & Whitney,R-985
DHC2,DHC-2 Beaver Mk.2,Pratt & Whitney,R-985
DHC2,DHC-2 Beaver Mk.3,Pratt & Whitney,R-985
DH2T,DHC-2 Turbo Beaver,Pratt & Whitney,PT6A-6;PT6A-20
DH2T,DHC-2 Turbo Beaver Mk.1,Pratt & Whitney,PT6A-6;PT6A-20
DH2T,DHC-2 Turbo Beaver Mk.3,Pratt & Whitney,PT6A-6;PT6A-20
DH2T,DHC-2/A1 Wallaroo,Pratt & Whitney,PT6A-6;PT6A-20
DHC3,DHC-3 Otter,Pratt & Whitney,R-1340-S1H1-G
DH3T,DHC-3 Turbo Otter,Pratt & Whitney Canada,PT6A-27
DHC4,DHC-4 Caribou,Pratt & Whitney,R-2000-7M2
DHC4,DHC-4A Caribou,Pratt & Whitney,R-2000-7M2
DHC5,DHC-5A Buffalo,General Electric,CT64-820-4
DHC6,DHC-6-100 Twin Otter,Pratt & Whitney Canada,PT6A-20
DHC6,DHC-6-200 Twin Otter,Pratt & Whitney Canada,PT6A-20
DHC6,DHC-6-300 Twin Otter,Pratt & Whitney Canada,PT6A-27
DHC6,DHC-6-310 Twin Otter,Pratt & Whitney Canada,PT6A-27
DHC6,DHC-6-320 Twin Otter,Pratt & Whitney Canada,PT6A-27
DHC6,DHC-6-400 Twin Otter,Pratt & Whitney Canada,PT6A-34
DHC7,DHC-7-102 Dash 7,Pratt & Whitney Canada,PT6A-50
DHC7,DHC-7-103 Dash 7,Pratt & Whitney Canada,PT6A-50
DHC7,DHC-7-110 Dash 7,Pratt & Whitney Canada,PT6A-50
DHC7,DHC-7-150 Dash 7,Pratt & Whitney Canada,PT6A-50
DH8A,DHC-8-101 Dash 8,Pratt & Whitney Canada,PW120;PW120A
DH8A,DHC-8-102 Dash 8,Pratt & Whitney Canada,PW120A;PW121
DH8A,DHC-8-102A Dash 8,Pratt & Whitney Canada,PW120A
DH8A,DHC-8-103 Dash 8,Pratt & Whitney Canada,PW121
DH8A,DHC-8-103A Dash 8,Pratt & Whitney Canada,PW121
DH8A,DHC-8-103B Dash 8,Pratt & Whitney Canada,PW121
DH8A,DHC-8-103Q Dash 8,Pratt & Whitney Canada,PW121
DH8A,DHC-8-106 Dash 8,Pratt & Whitney Canada,PW121
DH8A,DHC-8-106MPA Dash 8,Pratt & Whitney Canada,PW121
DH8B,DHC-8-201 Dash 8,Pratt & Whitney Canada,PW123C
DH8B,DHC-8-201B Dash 8,Pratt & Whitney Canada,PW123C
DH8B,DHC-8-202 Dash 8,Pratt & Whitney Canada,PW123D
DH8B,DHC-8-202B Dash 8,Pratt & Whitney Canada,PW123D
DH8B,DHC-8-202MPA Dash 8,Pratt & Whitney Canada,PW123D
DH8C,DHC-8-300 Dash 8,Pratt & Whitney Canada,PW123;PW123A
DH8C,DHC-8-301 Dash 8,Pratt & Whitney Canada,PW123
DH8C,DHC-8-311 Dash 8,Pratt & Whitney Canada,PW123A
DH8C,DHC-8-311A Dash 8,Pratt & Whitney Canada,PW123A
DH8C,DHC-8-311B Dash 8,Pratt & Whitney Canada,PW123A
DH8C,DHC-8-311Q Dash 8,Pratt & Whitney Canada,PW123A
DH8C,DHC-8-314 Dash 8,Pratt & Whitney Canada,PW123B
DH8C,DHC-8-314Q Dash 8,Pratt & Whitney Canada,PW123B
DH8C,DHC-8-315 Dash 8,Pratt & Whitney Canada,PW123E
DH8C,DHC-8-315MPA Dash 8,Pratt & Whitney Canada,PW123E
DH8C,DHC-8-315MSA Dash 8,Pratt & Whitney Canada,PW123E
DH8C,DHC-8-315Q Dash 8,Pratt & Whitney Canada,PW123E
DH8D,DHC-8-401 Dash 8,Pratt & Whitney Canada,PW150A
DH8D,DHC-8-402 Dash 8,Pratt & Whitney Canada,PW150A
DH8D,DHC-8-402NG Dash 8,Pratt & Whitney Canada,PW150A
DOVE,Devon C Mk.1,De Havilland,Gipsy Queen 70-4
DOVE,Devon C Mk.2,De Havilland,Gipsy Queen 175
D28T,Do 128-6 Turbo Skyservant,Pratt & Whitney Canada,PT6A-110
D228,Do 228-100,Honeywell,TPE331-10
D228,Do 228-100 NG,Honeywell,TPE331-10
D228,Do 228-101,Garrett,311-5-252D
D228,Do 228-200,Garrett,311-5-252D
D228,Do 228-201,Garrett,311-5-252D
D228,Do 228-202,Garrett,311-5-252D
D228,Do 228-202K,Honeywell,TPE331-10
D228,Do 228-203,Honeywell,TPE331-10
D228,Do 228-212,Garrett,311-5A-252D
D228,Do 228-212 NG,Honeywell,TPE331
DO27,Do 27,Lycoming,GO-480-B1A6
DO27,Do 27A,Lycoming,GO-480-B1A6
DO27,Do 27A-1,Lycoming,GO-480-B1A6
DO27,Do 27A-3,Lycoming,GO-480-B1A6
DO27,Do 27A-4,Lycoming,GO-480-B1A6
DO27,Do 27B-1,Lycoming,GO-480-B1A6
DO27,Do 27B-3,Lycoming,GO-480-B1A6
DO27,Do 27B-5,Lycoming,GO-480-B1A6
DO27,Do 27H-2,Lycoming,GO-480-B1A6
DO27,Do 27Q-1,Lycoming,GO-480-B1A6
DO27,Do 27Q-4,Lycoming,GO-480-B1A6
DO27,Do 27Q-5,Lycoming,GO-480-B1A6
DO27,Do 27Q-6,Lycoming,GO-480-B1A6
D28T,Do 28 G92 Turbo Skyservant,Lycoming,IGSO-540-AG1E
DO28,Do 28A-1,Lycoming,O-540-A1A
DO28,Do 28B-1,Lycoming,O-360-A1A
D28D,Do 28D-1 Skyservant,Lycoming,IGSO-540
D28D,Do 28D-2 Skyservant,Lycoming,IGSO-540
D328,Do 328-100,Pratt & Whitney Canada,PW119B
D328,Do 328-110,Pratt & Whitney Canada,PW119B
D328,Do 328-120,Pratt & Whitney Canada,PW119B
D328,Do 328-130,Pratt & Whitney Canada,PW119B
J328,Do 328-300,Pratt & Whitney Canada,PW119B
J328,Do 328-300QC,Pratt & Whitney Canada,PW119B
J328,Do 328-310,Pratt & Whitney Canada,PW119B
GLEX,E-11A,Rolls Royce,BR710
E2,E-2C Hawkeye,Allison;Rolls Royce,T56-A-427
E2,E-2C+ Hawkeye,Allison;Rolls Royce,T56-A-427
E3TF,E-3A Sentry,Pratt & Whitney,TF33-PW-100A
E3TF,E-3B Sentry,Pratt & Whitney,TF33-PW-100A
E3TF,E-3C Sentry,Pratt & Whitney,TF33-PW-100A
E3CF,E-3F Sentry,CFM International,CFM56
E3TF,E-3G Sentry,Pratt & Whitney,TF33-PW-100A
B742,E-4B NOAC,General Electric,F103
E6,E-6B Mercury,CFM International,CFM56-2A-2
E737,E-7A Wedgetail,CFM International,CFM56-7
E737,E-7T,CFM International,CFM56-7
B703,E-8A JSTARS,Pratt & Whitney,TF33-102C;JT8D-219
B703,E-8C Joint STARS,Pratt & Whitney,TF33-102C;JT8D-219
E145,E-99,Rolls Royce,AE1 3007
DH8A,E-9A Widget,Pratt & Whitney,PW-120A
AS50,E125,Safran,Arriel 2D
E170,E170LR,CFM International,CF34-8E
E170,E170SE,CFM International,CF34-8E
E170,E170SL,CFM International,CF34-8E
E170,E170ST,CFM International,CF34-8E
E170,E170STD,CFM International,CF34-8E
E170,E170SU,CFM International,CF34-8E
E75L,E175LL,CFM International,CF34-8E
E75S,E175LR,CFM International,CF34-8E
E75S,E175SD,CFM International,CF34-8E
E75S,E175SR,CFM International,CF34-8E
E75S,E175STD,CFM International,CF34-8E
E75S,E175SU,CFM International,CF34-8E
BE18,E18S Twin Beech,Pratt & Whitney,R-985-AN-1
BE18,E18S-9700 Twin Beech,Pratt & Whitney,R-985-AN-1
E290,E190-E2,CFM International,CF34-10E
E190,E190AR,CFM International,CF34-10E
E190,E190IGW,CFM International,CF34-10E
E190,E190LR,CFM International,CF34-10E
E190,E190SR,CFM International,CF34-10E
E190,E190STD,CFM International,CF34-10E
E295,E195-E2,CFM International,CF34-10E
E195,E195AR,CFM International,CF34-10E
E195,E195IGW,CFM International,CF34-10E
E195,E195LR,CFM International,CF34-10E
E195,E195STD,CFM International,CF34-10E
BE33,E33 Bonanza,Continental,IO-470-J
BE33,E33A Bonanza,Continental,IO-520-B
E350,E350,Continental,IO-550-N
E530,E530,Honeywell,YFE731
BE55,E55 Baron,Continental,IO-520-CB
ST75,E75,Continental,R-670-5
ST75,E75N1,Continental,R-670-5
ST75,E75X,Continental,R-670-5
BE9L,E90 King Air,Pratt & Whitney Canada,PT6A-28
BE95,E95 Travel Air,Pratt & Whitney Canada,PT6A-28
F18S,EA-18G Growler,General Electric,F414-GE-400
A1,EA-1E Skyraider,Wright,R-3350-26WA Duplex-Cyclone
A6,EA-6B Prowler,Pratt & Whitney,JF2-P-408A
C130,EC-130H Compass Call,Allison,T56-A-15
C30J,EC-130J Commando Solo,Rolls Royce,AE 21000-D3
C130,EC-130Q Hercules,Allison,T56-A-15
EUFI,EF2000,Eurojet,EJ200
EUFI,EF2000 T,Eurojet,EJ200
UH1,EH-1H Iroquois,Lycoming,T53-L-11
UH1,EH-1X Iroquois,Lycoming,T53-L-11
H60,EH-60A Black Hawk,General Electric,T700-GE-701C;T700-GE-701D
E110,EMB-110 P1,Pratt & Whitney,PT6A-34
E110,EMB-110 P1A,Pratt & Whitney,PT6A-34
E110,EMB-110 P2,Pratt & Whitney,PT6A-34
E110,EMB-110P1 Bandeirante,Pratt & Whitney Canada,PT6A-34
E120,EMB-120,Pratt & Whitney Canada,PW118
E120,EMB-120 Brasilia,Pratt & Whitney Canada,PW118
E120,EMB-120ER,Pratt & Whitney Canada,PW118;PW118A;PW118B
E120,EMB-120ER/F,Pratt & Whitney Canada,PW118;PW118A;PW118B
E120,EMB-120FC,Pratt & Whitney Canada,PW118;PW118A;PW118B
E120,EMB-120QC,Pratt & Whitney Canada,PW118;PW118A;PW118B
