slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
ialf-mm-li-liea,IALF,MM 20,MM,TERMINAL,110150,,,,,,204.515,,,40.65339,8.30356,0,LI,LIEA,20,IT
ialw-mm-ed-edac,IALW,MM 22,MM,TERMINAL,108700,,,,,,219.401,,,50.99387,12.52209,0,ED,EDAC,22,DE
ialy-mm-lt-ltai,IALY,MM 36R,MM,TERMINAL,108100,,,,,,6.280,,,36.87239,30.80678,0,LT,LTAI,36R,TR
iam-mm-us-usrr,IAM,MM 25,MM,TERMINAL,109100,,,,,,269.641,,,61.34394,73.44706,0,US,USRR,25,RU
iam-mm-yb-yamb,IAM,MM 15,MM,TERMINAL,110700,,,,,,158.839,,,-27.61389,152.70250,87,YB,YAMB,15,AU
ian-mm-sb-sban,IAN,MM 24R,MM,TERMINAL,111100,,,,,,218.932,,,-16.20724,-48.94702,3593,SB,SBAN,24R,BR
ian-mm-ut-utfa,IAN,MM 04,MM,TERMINAL,110500,,,,,,45.606,,,40.71171,72.27198,0,UT,UTFA,04,UZ
iand-mm-k7-kand,IAND,MM 05,MM,TERMINAL,111900,,,,,,45.763,,,34.48394,-82.72272,692,K7,KAND,05,US
iank-mm-lt-ltac,IANK,MM 03R,MM,TERMINAL,110300,,,,,,36.084,,,40.10689,32.97644,0,LT,LTAC,03R,TR
iaoh-mm-k5-kaoh,IAOH,MM 28,MM,TERMINAL,109300,,,,,,270.017,,,40.70700,-84.00722,975,K5,KAOH,28,US
iap-mm-uu-uuoo,IAP,MM 30,MM,TERMINAL,111900,,,,,,310.913,,,51.80331,39.25150,0,UU,UUOO,30,RU
ias-mm-ym-ybas,IAS,MM 12,MM,TERMINAL,109900,,,,,,120.386,,,-23.79556,133.88306,1786,YM,YBAS,12,AU
iata-mm-lt-ltba,IATA,MM 23,MM,TERMINAL,111900,,,,,,238.489,,,40.98164,28.84450,0,LT,LTBA,23,TR
iaty-mm-lt-ltai,IATY,MM 18C,MM,TERMINAL,108700,,,,,,186.253,,,36.92458,30.79625,0,LT,LTAI,18C,TR
iayt-mm-lt-ltai,IAYT,MM 36C,MM,TERMINAL,110300,,,,,,6.253,,,36.87572,30.78931,0,LT,LTAI,36C,TR
iaz-mm-ul-ulaa,IAZ,MM 08,MM,TERMINAL,110300,,,,,,96.517,,,64.60228,40.67311,0,UL,ULAA,08,RU
ibac-mm-wi-witt,IBAC,MM 17,MM,TERMINAL,111300,,,,,,168.391,,,5.54497,95.41619,0,WI,WITT,17,ID
ibbw-mm-et-ethb,IBBW,MM 26,MM,TERMINAL,111550,,,,,,257.566,,,52.28256,9.10941,0,ET,ETHB,26,DE
ibc-mm-sb-sbgr,IBC,MM 27L,MM,TERMINAL,111100,,,,,,253.593,,,-23.42833,-46.45067,0,SB,SBGR,27L,BR
ibcd-mm-rp-rpvb,IBCD,MM 03,MM,TERMINAL,109700,,,,,,29.801,,,10.76153,123.01031,0,RP,RPVB,03,PH
ibd-mm-us-ushh,IBD,MM 06,MM,TERMINAL,111900,,,,,,75.358,,,61.02328,69.04489,0,US,USHH,06,RU
ibda-mm-tx-txkf,IBDA,MM 30,MM,TERMINAL,109900,,,,,,281.519,,,32.35833,-64.65278,11,TX,TXKF,30,BM
ibdm-mm-wa-waoo,IBDM,MM 10,MM,TERMINAL,110700,,,,,,101.084,,,-3.43831,114.74056,0,WA,WAOO,10,ID
ibe-mm-sb-sbbe,IBE,MM 06,MM,TERMINAL,109300,,,,,,45.255,,,-1.39450,-48.49167,0,SB,SBBE,06,BR
ibgi-mm-tb-tbpb,IBGI,MM 09,MM,TERMINAL,110100,,,,,,75.856,,,13.06901,-59.51505,0,TB,TBPB,09,BB
ibhm-mm-k7-kbhm,IBHM,MM 06,MM,TERMINAL,110300,,,,,,55.359,,,33.55073,-86.77860,586,K7,KBHM,06,US
