slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
saf-vortac-k2,SAF,Santa Fe VORTAC,VORTAC,ENROUTE,110600,43X,1067000,1004000,,13.000,,,40,35.54054,-106.06494,6268,K2,,,US
sat-vortac-k4,SAT,San Antonio VORTAC,VORTAC,ENROUTE,116800,115X,1139000,1202000,,8.000,,,130,29.64403,-98.46132,1159,K4,,,US
sav-vortac-k7,SAV,Savannah VORTAC,VORTAC,ENROUTE,115950,106Y,1130000,1067000,,-6.000,,,150,32.14627,-81.19911,22,K7,,,US
sax-vortac-k6,SAX,Sparta VORTAC,VORTAC,ENROUTE,115700,104X,1128000,1191000,,-11.000,,,130,41.06754,-74.53831,1400,K6,,,US
sbv-vortac-k6,SBV,South Boston VORTAC,VORTAC,ENROUTE,110400,41X,1065000,1002000,,-5.000,,,40,36.67504,-79.01450,520,K6,,,US
sby-vortac-k6,SBY,Salisbury VORTAC,VORTAC,ENROUTE,111200,49X,1073000,1010000,,-12.000,,,40,38.34501,-75.51058,48,K6,,,US
sdo-vortac-k2,SDO,Sod House VORTAC,VORTAC,ENROUTE,114300,90X,1114000,1177000,,18.000,,,40,41.40706,-118.03472,4161,K2,,,US
sdz-vortac-k7,SDZ,Sandhills (Southern Pines) VORTAC,VORTAC,ENROUTE,111800,55X,1079000,1016000,,-3.000,,,40,35.21548,-79.58794,588,K7,,,US
sea-vortac-k1,SEA,Seattle VORTAC,VORTAC,ENROUTE,116800,115X,1139000,1202000,,19.000,,,150,47.43537,-122.30962,354,K1,,,US
sel-vortac-rk,SEL,Anyang VORTAC,VORTAC,ENROUTE,115500,102X,1126000,1189000,,-8.000,,,130,37.41361,126.92836,900,RK,,,KR
sfl-vortac-k4,SFL,Salt Flat VORTAC,VORTAC,ENROUTE,113000,77X,1101000,1164000,,12.000,,,40,31.74812,-105.08681,3730,K4,,,US
sgd-vortac-k2,SGD,Scaggs Island (Napa) VORTAC,VORTAC,ENROUTE,112100,58X,1082000,1019000,,17.000,,,40,38.17936,-122.37315,5,K2,,,US
sgf-vortac-k3,SGF,Springfield VORTAC,VORTAC,ENROUTE,116900,116X,1140000,1203000,,4.000,,,130,37.35595,-93.33404,1240,K3,,,US
sha-vortac-oe,SHA,Sharurah VORTAC,VORTAC,ENROUTE,114300,90X,1114000,1177000,,1.000,,,130,17.47025,47.13394,2400,OE,,,SA
sia-vortac-ob,SIA,Isa Ab (Bahrain) VORTAC,VORTAC,ENROUTE,117600,123X,1147000,1210000,,2.000,,,40,25.92183,50.59051,136,OB,,,BH
sie-vortac-k6,SIE,Sea Isle VORTAC,VORTAC,ENROUTE,114800,95X,1119000,1182000,,-9.000,,,130,39.09551,-74.80034,8,K6,,,US
sji-vortac-k7,SJI,Semmes (Mobile) VORTAC,VORTAC,ENROUTE,115300,100X,1124000,1187000,,5.000,,,150,30.72598,-88.35929,190,K7,,,US
sjn-vortac-k2,SJN,St Johns VORTAC,VORTAC,ENROUTE,112300,70X,1094000,1157000,,12.000,,,130,34.42404,-109.14353,6840,K2,,,US
sjt-vortac-k4,SJT,San Angelo VORTAC,VORTAC,ENROUTE,115100,98X,1122000,1185000,,10.000,,,130,31.37496,-100.45487,1886,K4,,,US
