slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
as-ndb-ef,AS,Alfa-Sierra (Kemi) NDB,NDB,ENROUTE,324,,,,,,,,15,65.67516,24.55284,0,EF,,,FI
as-ndb-es-esnx,AS,Arvidsjaur NDB,NDB,TERMINAL,358,,,,,,,,15,65.56217,19.36761,0,ES,ESNX,,SE
as-ndb-hh,AS,Asmara NDB,NDB,ENROUTE,305,,,,,,,,75,15.28159,38.88508,0,HH,,,ER
as-ndb-lf,AS,Angers NDB,NDB,ENROUTE,392,,,,,,,,15,47.57725,-0.15144,0,LF,,,FR
as-ndb-lq,AS,Sarajevo NDB,NDB,ENROUTE,381,,,,,,,,15,43.83316,18.30874,0,LQ,,,BA
as-ndb-sk-skcl,AS,Alfonso Bonilla Aragon Intlndb,NDB,TERMINAL,240,,,,,,,,25,3.51990,-76.38573,0,SK,SKCL,,CO
as-ndb-uh,AS,Zaliv Kresta NDB,NDB,ENROUTE,275,,,,,,,,50,66.31917,-179.10778,0,UH,,,RU
as-ndb-vy,AS,Anisakan NDB,NDB,ENROUTE,345,,,,,,,,50,21.95435,96.40261,0,VY,,,MM
as-ndb-wa-waes,AS,Emalamo (Sanana) NDB,NDB,TERMINAL,397,,,,,,,,50,-2.09459,125.96379,0,WA,WAES,,ID
as-ndb-wi-wihj,AS,Atang Sendjaja (Bogor) NDB,NDB,TERMINAL,398,,,,,,,,15,-6.55000,106.76667,0,WI,WIHJ,,ID
as-ndb-ym,AS,Alice Springs NDB,NDB,ENROUTE,335,,,,,,,,75,-23.77794,133.87353,0,YM,,,AU
asi-ndb-su,ASI,Adami (Montevideo) NDB,NDB,ENROUTE,395,,,,,,,,50,-34.78953,-56.26303,0,SU,,,UY
asm-ndb-lf-lflc,ASM,Clermont-Ferrand/Auvergne NDB,NDB,TERMINAL,367,,,,,,,,15,45.80472,3.36161,0,LF,LFLC,,FR
ast-ndb-le,AST,Asturias NDB,NDB,ENROUTE,325,,,,,,,,75,43.55783,-6.02839,0,LE,,,ES
at-ndb-fm,AT,Antsohihy NDB,NDB,ENROUTE,374,,,,,,,,25,-14.90292,47.99569,0,FM,,,MG
at-ndb-k5-kday,AT,Bruny (Dayton) NDB,NDB,TERMINAL,315,,,,,,,,25,39.84700,-84.33481,0,K5,KDAY,,US
at-ndb-k7-katl,AT,Catta (Atlanta) NDB,NDB,TERMINAL,375,,,,,,,,25,33.64681,-84.54211,0,K7,KATL,,US
at-ndb-lf,AT,Annecy NDB,NDB,ENROUTE,384,,,,,,,,15,45.86164,6.02033,0,LF,,,FR
at-ndb-nc,AT,Atiu NDB,NDB,ENROUTE,388,,,,,,,,50,-20.00333,-158.10667,0,NC,,,CK
at-ndb-ve,AT,Agartala NDB,NDB,ENROUTE,237,,,,,,,,25,23.88753,91.24347,0,VE,,,IN
at-ndb-vo,AT,Agatti NDB,NDB,ENROUTE,360,,,,,,,,50,10.82931,72.17881,0,VO,,,IN
at-ndb-wm,AT,Alor Star NDB,NDB,ENROUTE,385,,,,,,,,50,6.15919,100.37156,0,WM,,,MY
ata-ndb-k4,ATA,Atlanta NDB,NDB,ENROUTE,347,,,,,,,,25,33.10420,-94.19006,0,K4,,,US
atf-ndb-eg-egpd,ATF,Dyce (Aberdeen) NDB,NDB,TERMINAL,348,,,,,,,,15,57.07751,-2.10570,0,EG,EGPD,,GB
atf-ndb-sb,ATF,Alta Floresta NDB,NDB,ENROUTE,245,,,,,,,,50,-9.87056,-56.10146,0,SB,,,BR
atk-ndb-pa,ATK,Atqasuk NDB,NDB,ENROUTE,350,,,,,,,,75,70.46906,-157.42749,0,PA,,,US
atl-ndb-lg,ATL,Astypalaia NDB,NDB,ENROUTE,422,,,,,,,,15,36.58107,26.37560,0,LG,,,GR
atm-ndb-sb,ATM,Altamira NDB,NDB,ENROUTE,295,,,,,,,,50,-3.25650,-52.25083,0,SB,,,BR
ats-ndb-k2,ATS,Artesia NDB,NDB,ENROUTE,414,,,,,,,,25,32.85270,-104.46052,0,K2,,,US
au-ndb-ek,AU,Stauning NDB,NDB,ENROUTE,346,,,,,,,,15,55.99099,8.31836,0,EK,,,DK
au-ndb-k6-kaug,AU,Dunns (Augusta) NDB,NDB,TERMINAL,366,,,,,,,,25,44.41092,-69.86067,0,K6,KAUG,,US
au-ndb-va,AU,Aurangabad NDB,NDB,ENROUTE,205,,,,,,,,25,19.86044,75.39856,0,VA,,,IN
aub-ndb-pa,AUB,Chinook (King Salmon) NDB,NDB,ENROUTE,355,,,,,,,,50,58.73717,-156.77831,0,PA,,,US
aur-ndb-k4,AUR,Sulfy (Sulphur) NDB,NDB,ENROUTE,278,,,,,,,,25,30.19852,-93.42064,0,K4,,,US
av-ndb-le,AV,Asturias NDB,NDB,ENROUTE,387,,,,,,,,25,43.53908,-5.93053,0,LE,,,ES
av-ndb-lf,AV,Avord NDB,NDB,ENROUTE,306,,,,,,,,15,46.88133,2.92883,0,LF,,,FR
