icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
a58b50,N4564F,Piper,PA-28R-200 Arrow,P28R,28R-7635454,L1P,,,2021-10-31,1976-01-01
a58b62,N4564Z,Piper,PA-22-108 Colt,PA22,22-8071,L1P,,,2023-01-31,1961-01-01
a58b6e,N4565A,Piper,PA-22-150 Tri-Pacer,PA22,22-3876,L1P,,,2022-02-28,1956-01-01
a58b73,N4565F,Piper,PA-28-140 Cherokee,P28A,28-7725022,L1P,,,2022-09-30,1976-01-01
a58b7f,N4565T,Piper,PA-28R-200 Arrow,P28R,28R-7235094,L1P,,,2022-04-30,1972-01-01
a58b96,N4566F,Piper,PA-28-140 Cherokee,P28A,28-7725023,L1P,,,2023-05-31,1976-01-01
a58b99,N4566J,Piper,PA-28R-180 Arrow,P28R,28R-30429,L1P,,,2023-10-31,1968-01-01
a58b9f,N4566Q,Piper,PA-34-200T Seneca II,PA34,34-7770241,L2P,,,2024-03-31,
a58ba0,N4566R,Piper,PA-28-140 Cherokee,P28A,28-21309,L1P,,,2023-06-30,1965-01-01
a58ba6,N4566X,Piper,PA-28R-200 Arrow,P28R,28R-7635079,L1P,,,2022-12-31,1975-01-01
a58ba8,N4566Z,Piper,PA-22-108 Colt,PA22,22-8074,L1P,,,2023-06-30,1961-01-01
a58bb4,N4567A,Piper,PA-22-150 Tri-Pacer,PA22,22-3878,L1P,,,2024-07-31,1956-01-01
a58bbb,N4567H,Piper,PA-15 Vagabond,PA15,15-337,L1P,,,2022-01-31,1948-01-01
a58bc5,N4567T,Piper,PA-34-200 Seneca,PA34,34-7250136,L2P,,,2023-07-31,1972-01-01
a58bd7,N4568A,Piper,PA-22-150 Tri-Pacer,PA22,22-3879,L1P,,,2022-12-31,1956-01-01
a58be2,N4568M,Piper,PA-11 Cub Special,PA11,11-71,L1P,,,2022-04-30,1947-01-01
a58be6,N4568R,Piper,PA-28-140 Cherokee,P28A,28-21326,L1P,,,2021-10-31,1965-01-01
a58c05,N4569M,Piper,PA-11 Cub Special,PA11,11-72,L1P,,,2022-07-31,1947-01-01
a58c09,N4569R,Piper,PA-28-140 Cherokee,P28A,28-21310,L1P,,,2022-02-28,1966-01-01
a58c10,N4569Y,Piper,PA-25-235 Pawnee B,PA25,25-4232,L1P,,,2022-02-28,1967-01-01
a58c61,N457CT,Piper,PA-32-301FT 6X,PA32,32-32015,L1P,,,2023-04-30,2004-01-01
a58ca5,N457FL,Piper,PA-28-140 Cherokee,P28A,28-7125252,L1P,,,2024-02-29,1971-01-01
a58dc6,N457T,Piper,PA-28-181 Archer II,P28A,28-7690218,L1P,,,2023-04-30,1976-01-01
a58e87,N4570T,Piper,PA-28-235 Cherokee Pathfinder,P28B,28-7210013,L1P,,,2024-01-31,1972-01-01
a58ea0,N4571H,Piper,PA-15 Vagabond,PA15,15-345,L1P,,,2023-04-30,1948-01-01
